q1,q2,q3,torque1,torque2,torque3
-3.141592653589793,-3.141592653589793,-3.141592653589793,0.2867058442057644,-14.651697736901985,0.9084931916167749
-3.141592653589793,-3.141592653589793,-2.443460952792061,-0.015483314911203368,-42.00001483849256,-0.020184257318658003
-3.141592653589793,-3.141592653589793,-1.7453292519943295,0.08203494693374136,8.887045315573106,0.28922766923160703
-3.141592653589793,-3.141592653589793,-1.0471975511965979,0.06141957197980488,-6.768730426089819,0.47904182207804474
-3.141592653589793,-3.141592653589793,-0.34906585039886595,0.05086047256378079,-1.6730115226513567,0.5546383215572765
-3.141592653589793,-3.141592653589793,0.34906585039886595,-0.007659941769454002,16.85065348608625,0.20865336105235144
-3.141592653589793,-3.141592653589793,1.0471975511965974,-0.031232274120841425,25.557360661935483,-0.291516017937684
-3.141592653589793,-3.141592653589793,1.7453292519943293,0.0355847938754147,29.496844258322405,-0.3422873862871649
-3.141592653589793,-3.141592653589793,2.443460952792061,0.11749078445237077,31.975932786276772,0.1106199224927486
-3.141592653589793,-3.141592653589793,3.141592653589793,0.09258161121068903,-34.9408901108242,-34.29429781998674
-3.141592653589793,-2.443460952792061,-3.141592653589793,0.07994167401688679,-0.1335276940871723,-3.6370710084013367
-3.141592653589793,-2.443460952792061,-2.443460952792061,0.031634071397273714,2.5211587650744485,-1.305327669673149
-3.141592653589793,-2.443460952792061,-1.7453292519943295,-0.0659135808723805,-17.603773145407548,-29.505863884883368
-3.141592653589793,-2.443460952792061,-1.0471975511965979,-0.14128742391511975,-0.3493907299162255,0.13786047474340876
-3.141592653589793,-2.443460952792061,-0.34906585039886595,-0.002822667178713942,-0.0027450342840319515,-0.0006476600548433787
-3.141592653589793,-2.443460952792061,0.34906585039886595,-0.004428769965230488,-0.0037637819188816816,-0.002008712986066527
-3.141592653589793,-2.443460952792061,1.0471975511965974,-0.004141316289336776,-0.004438526492066755,-0.002336912295522062
-3.141592653589793,-2.443460952792061,1.7453292519943293,-0.0033909455914441743,-0.004856082552253712,-0.001107926377576765
-3.141592653589793,-2.443460952792061,2.443460952792061,-0.002846354656301689,-0.003526876955817397,0.0007760494450959796
-3.141592653589793,-2.443460952792061,3.141592653589793,-0.0012411111693944321,0.0001801310849537672,16.106435571851033
-3.141592653589793,-1.7453292519943295,-3.141592653589793,0.23441421294405448,0.03966979069792404,-3.532348970223733
-3.141592653589793,-1.7453292519943295,-2.443460952792061,0.07124651595369194,-7.222783014750774,-5.739858978842524
-3.141592653589793,-1.7453292519943295,-1.7453292519943295,0.1825905750748977,0.5815827747884572,0.036770581883817086
-3.141592653589793,-1.7453292519943295,-1.0471975511965979,-0.004767539139291701,-0.0051845039552611445,-0.0005371716238009219
-3.141592653589793,-1.7453292519943295,-0.34906585039886595,-0.008394843500429246,-0.007571591013136632,-0.0021651950104232473
-3.141592653589793,-1.7453292519943295,0.34906585039886595,-0.010281227440996903,-0.008088224550759075,-0.0033302502967147212
-3.141592653589793,-1.7453292519943295,1.0471975511965974,-0.009105459641379245,-0.007383029585037957,-0.003195711932466523
-3.141592653589793,-1.7453292519943295,1.7453292519943293,-0.007863026741274197,-0.006603985492145998,-0.0014589438031963982
-3.141592653589793,-1.7453292519943295,2.443460952792061,-0.0071911301196287275,-0.004742342807426686,0.0008354636006553257
-3.141592653589793,-1.7453292519943295,3.141592653589793,-0.005140280464493489,-0.0012397133433867953,0.9375768832970872
-3.141592653589793,-1.0471975511965979,-3.141592653589793,0.06656353548966223,0.004840387319755337,-0.691629152813182
-3.141592653589793,-1.0471975511965979,-2.443460952792061,-0.008988207609193402,-0.005563743591679301,0.0009560431594340807
-3.141592653589793,-1.0471975511965979,-1.7453292519943295,0.0013329794489824118,0.0010433160598333777,-0.0009613940359503043
-3.141592653589793,-1.0471975511965979,-1.0471975511965979,0.009319310938365806,0.0037722780841815003,0.0005605184887228169
-3.141592653589793,-1.0471975511965979,-0.34906585039886595,0.008099228937677248,0.0011631418607621698,0.002286074413320574
-3.141592653589793,-1.0471975511965979,0.34906585039886595,-0.0016930407332326272,-0.002558794253834044,0.003926734748306058
-3.141592653589793,-1.0471975511965979,1.0471975511965974,-0.0037765325215695644,-1.1449097936835906e-05,0.0019425882251574477
-3.141592653589793,-1.0471975511965979,1.7453292519943293,0.005990487156355279,0.003680252441050084,-0.0008118483568320253
-3.141592653589793,-1.0471975511965979,2.443460952792061,0.008600186453978295,0.0006411655033774561,-0.0026716896055969004
-3.141592653589793,-1.0471975511965979,3.141592653589793,-0.0018231178375808163,-0.008212287214499925,-9.745300327737212
-3.141592653589793,-0.34906585039886595,-3.141592653589793,0.04097754112748973,0.03670253293133703,0.9273638385881149
-3.141592653589793,-0.34906585039886595,-2.443460952792061,-0.027776137479230495,-0.028199078730409312,0.023077882125013445
-3.141592653589793,-0.34906585039886595,-1.7453292519943295,0.04708176216079433,0.02170115128215675,-0.009289334119104375
-3.141592653589793,-0.34906585039886595,-1.0471975511965979,0.09517708591475407,0.050200277314767276,0.008276405787609
-3.141592653589793,-0.34906585039886595,-0.34906585039886595,0.0921343810121808,0.051805454284721,0.025086370241068214
-3.141592653589793,-0.34906585039886595,0.34906585039886595,0.04990489136031768,0.0407067438960575,0.044487555093906964
-3.141592653589793,-0.34906585039886595,1.0471975511965974,0.05851197117621647,0.04655045657966281,0.028420150262165968
-3.141592653589793,-0.34906585039886595,1.7453292519943293,0.10150443975791185,0.051847498421993474,-0.000681925907771469
-3.141592653589793,-0.34906585039886595,2.443460952792061,0.0874640661326509,0.027695823501587842,-0.02105637684295031
-3.141592653589793,-0.34906585039886595,3.141592653589793,0.004059457695035601,-0.031628798226389886,-20.942466608409198
-3.141592653589793,0.34906585039886595,-3.141592653589793,0.08280790419040861,0.08449778050212013,2.3903484328321407
-3.141592653589793,0.34906585039886595,-2.443460952792061,-0.03936619716481539,-0.04837285343402241,-0.027914648782874835
-3.141592653589793,0.34906585039886595,-1.7453292519943295,0.09684117258943957,0.03800416819252474,-0.014445426916611204
-3.141592653589793,0.34906585039886595,-1.0471975511965979,0.14529195647840626,0.08482981683741787,0.01502584375871976
-3.141592653589793,0.34906585039886595,-0.34906585039886595,0.10876778630812535,0.08458081348934669,0.038410880547752005
-3.141592653589793,0.34906585039886595,0.34906585039886595,0.04696142508845115,0.06248223754783352,0.06231504900056932
-3.141592653589793,0.34906585039886595,1.0471975511965974,0.09629493932842202,0.0631766092146713,0.038298025928449504
-3.141592653589793,0.34906585039886595,1.7453292519943293,0.13637132221015102,0.06753088652580848,-0.002400216620272483
-3.141592653589793,0.34906585039886595,2.443460952792061,0.08416011747515015,0.037342345286845685,-0.02703419235608479
-3.141592653589793,0.34906585039886595,3.141592653589793,-0.03022663333453174,-0.03001633308813476,4.0870287985951155
-3.141592653589793,1.0471975511965974,-3.141592653589793,0.08153111315342497,0.06869740825578459,-0.4919504008059475
