time,q1,q2,q3,qvel1,qvel2,qvel3,qacc1,qacc2,qacc3,torque1,torque2,torque3,x,y,z
0.0,0.0,0.04,0.0,0.0,0.0,0.0,104.52587206804718,-111.36693358833463,7.278371311913247,-3.2535990762416755e-06,-1.0737924851581633e-05,-3.4850495359623526e-06,0.0,0.04,0.0
0.002004008016032064,0.0005036488399382652,0.03999682909739257,0.0,0.20900556601585743,-0.22262762235336303,0.014492836201245154,104.52587206804718,-111.36693358833463,7.278371311913247,4.565410090764943e-06,-2.933916031303647e-06,-9.522177557399537e-07,0.0005036488399382652,0.03999682909739257,0.0
0.004008016032064128,0.001007217828805541,0.03998731689230144,0.0,0.41802785945741355,-0.44529772005647195,0.029013066243515028,104.52587206804718,-111.36693358833463,7.278371311913247,1.976287729418824e-05,1.2218635663084057e-05,3.965621955471602e-06,0.001007217828805541,0.03998731689230144,0.0
0.0060120240480961915,0.001510627128190836,0.03997146489284042,0.0,0.6270825828258381,-0.6680501890566787,0.043586430121122816,104.52587206804718,-111.36693358833463,7.278371311913247,4.232887159644205e-05,3.47100488709087e-05,1.1265327461553324e-05,0.001510627128190836,0.03997146489284042,0.0
0.008016032064128256,0.0020137969250011495,0.03994927561226681,0.0,0.8361854188175012,-0.8909248746068897,0.0582386349641381,104.52587206804718,-111.36693358833463,7.278371311913247,7.224851507102448e-05,6.452585717429699e-05,2.094220361110552e-05,0.0020137969250011495,0.03994927561226681,0.0
0.01002004008016032,0.002516647444115447,0.03992075256858301,0.0,1.045352020669202,-1.1139615464886816,0.07299533894960439,104.52587206804718,-111.36693358833463,7.278371311913247,0.0001095019736854358,0.00010164680038316203,3.298999940894449e-05,0.002516647444115447,0.03992075256858301,0.0
0.012024048096192383,0.0030190989610326168,0.0398859002839787,0.0,1.254598002484765,-1.3371998741878606,0.08788213518198187,104.52587206804718,-111.36693358833463,7.278371311913247,0.00015406444401729058,0.00014604881178683282,4.740090387855434e-05,0.0030190989610326168,0.0398859002839787,0.0
0.014028056112224447,0.0035210718145114056,0.03984472428411387,0.0,1.4639389295343432,-1.5606794020004058,0.10292453552856579,104.52587206804718,-111.36693358833463,7.278371311913247,0.00020590613583987283,0.0001977030013948721,6.416554062280373e-05,0.0035210718145114056,0.03984472428411387,0.0
0.01603206412825651,0.004022486419200316,0.0397972310972428,0.0,1.6733903085177546,-1.7844395240467235,0.11814795439561611,104.52587206804718,-111.36693358833463,7.278371311913247,0.0002649922506297586,0.00025657563519818874,8.327296109303389e-05,0.004022486419200316,0.0397972310972428,0.0
0.018036072144288574,0.004523263278255475,0.03974342825317899,0.0,1.8829675777832264,-2.008519459172287,0.1335776924310554,104.52587206804718,-111.36693358833463,7.278371311913247,0.00033128295605817926,0.00032262811048649575,0.0001047106365782115,0.004523263278255475,0.03974342825317899,0.0
0.02004008016032064,0.005023322995944481,0.03968332428210136,0.0,2.0926860974928543,-2.232958225712613,0.14923892013951956,104.52587206804718,-111.36693358833463,7.278371311913247,0.00040473335653129494,0.00039581692726290666,0.00012846444892738442,0.005023322995944481,0.03968332428210136,0.0
0.022044088176352703,0.005522586290234193,0.039616928713201854,0.0,2.30256113972618,-2.4577946161007906,0.16515666139573965,104.52587206804718,-111.36693358833463,7.278371311913247,0.0004852934598703479,0.0004760936558086447,0.00015451868002264017,0.005522586290234193,0.039616928713201854,0.0
0.024048096192384766,0.0060209740053605324,0.039544252073174586,0.0,2.51260787851322,-2.6830671712956735,0.18135577684217444,104.52587206804718,-111.36693358833463,7.278371311913247,0.0005729081402177927,0.0005634049004515696,0.0001828560000199921,0.0060209740053605324,0.039544252073174586,0.0
0.026052104208416832,0.006518407124378229,0.03946530588454694,0.0,2.722841379788345,-2.9088141550090296,0.19786094715696295,104.52587206804718,-111.36693358833463,7.278371311913247,0.0006675170972766653,0.0006576922596030462,0.00021345745437913806,0.006518407124378229,0.03946530588454694,0.0
0.028056112224448895,0.007014806781688575,0.03938010266385267,0.0,2.933276591256399,-3.135073527710019,0.2146966561783384,104.52587206804718,-111.36693358833463,7.278371311913247,0.0007690548119950458,0.00075889228213335,0.0002463024497048674,0.007014806781688575,0.03938010266385267,0.0
0.03006012024048096,0.007510094275543189,0.03928865591964751,0.0,3.1439283321624907,-3.361882920385505,0.23188717387175467,104.52587206804718,-111.36693358833463,7.278371311913247,0.000877450498823984,0.0008669364201639008,0.00028136873842553713,0.007510094275543189,0.03928865591964751,0.0
0.03206412825651302,0.008004191080521783,0.039190980150367455,0.0,3.3548112829568817,-3.589279608034773,0.2494565391260475,104.52587206804718,-111.36693358833463,7.278371311913247,0.0009926280546791177,0.0009817509783602908,0.00031863240233585756,0.008004191080521783,0.039190980150367455,0.0
0.03406813627254509,0.008497018859981996,0.03908709084203006,0.0,3.5659399748464877,-3.817300482877517,0.2674285423651799,104.52587206804718,-111.36693358833463,7.278371311913247,0.0011145060047582644,0.0011032570598209642,0.00035806783503478286,0.008497018859981996,0.03908709084203006,0.0
0.03607214428857715,0.008988499478479283,0.03897700446577928,0.0,3.7773287792244834,-4.045982027253996,0.2858267079621527,104.52587206804718,-111.36693358833463,7.278371311913247,0.001242997445365976,0.0012313705086603496,0.0003996477232905651,0.008988499478479283,0.03897700446577928,0.0
0.038076152304609215,0.009478555014154911,0.03886073847527397,0.0,3.9889918969696216,-4.275360286196605,0.3046742764419563,104.52587206804718,-111.36693358833463,7.278371311913247,0.0013780099839149768,0.0013660018493964938,0.0004433430273686964,0.009478555014154911,0.03886073847527397,0.0
